0,time,open,high,low,close,adjclose,volume,code
827,"December 16, 2015",111.07,111.989998,108.800003,111.339996,107.57826999999999,56238500,AAPL
828,"December 17, 2015",112.019997,112.25,108.980003,108.980003,105.298019,44772800,AAPL
829,"December 18, 2015",108.910004,109.519997,105.809998,106.029999,102.44767,96453300,AAPL
830,"December 21, 2015",107.279999,107.370003,105.57,107.33000200000001,103.703766,47590600,AAPL
831,"December 22, 2015",107.400002,107.720001,106.449997,107.230003,103.607155,32789400,AAPL
832,"December 23, 2015",107.269997,108.849998,107.199997,108.610001,104.940506,32657400,AAPL
833,"December 24, 2015",109.0,109.0,107.949997,108.029999,104.380112,13570400,AAPL
834,"December 28, 2015",107.589996,107.690002,106.18,106.82,103.210999,26704200,AAPL
835,"December 29, 2015",106.959999,109.43,106.860001,108.739998,105.066116,30931200,AAPL
836,"December 30, 2015",108.58000200000001,108.699997,107.18,107.32,103.69410699999999,25213800,AAPL
837,"December 31, 2015",107.010002,107.029999,104.82,105.260002,101.70369699999999,40635300,AAPL
838,"January 04, 2016",102.610001,105.370003,102.0,105.349998,101.790649,67649400,AAPL
839,"January 05, 2016",105.75,105.849998,102.410004,102.709999,99.23984499999999,55791000,AAPL
840,"January 06, 2016",100.559998,102.370003,99.870003,100.699997,97.29776,68457400,AAPL
841,"January 07, 2016",98.68,100.129997,96.43,96.449997,93.191338,81094400,AAPL
842,"January 08, 2016",98.550003,99.110001,96.760002,96.959999,93.68412,70798000,AAPL
843,"January 11, 2016",98.970001,99.059998,97.339996,98.529999,95.201073,49739400,AAPL
844,"January 12, 2016",100.550003,100.690002,98.839996,99.959999,96.582756,49154200,AAPL
845,"January 13, 2016",100.32,101.190002,97.300003,97.389999,94.099594,62439600,AAPL
846,"January 14, 2016",97.959999,100.480003,95.739998,99.519997,96.157608,63170100,AAPL
847,"January 15, 2016",96.199997,97.709999,95.360001,97.129997,93.848373,79010000,AAPL
848,"January 19, 2016",98.410004,98.650002,95.5,96.660004,93.394257,53087700,AAPL
849,"January 20, 2016",95.099998,98.190002,93.41999799999999,96.790001,93.519867,72334400,AAPL
850,"January 21, 2016",97.059998,97.879997,94.940002,96.300003,93.046417,52161500,AAPL
851,"January 22, 2016",98.629997,101.459999,98.370003,101.41999799999999,97.99342299999999,65800500,AAPL
852,"January 25, 2016",101.519997,101.529999,99.209999,99.440002,96.080322,51794500,AAPL
853,"January 26, 2016",99.93,100.879997,98.07,99.989998,96.61174,75077000,AAPL
854,"January 27, 2016",96.040001,96.629997,93.339996,93.41999799999999,90.263725,133369700,AAPL
855,"January 28, 2016",93.790001,94.519997,92.389999,94.089996,90.911087,55678800,AAPL
856,"January 29, 2016",94.790001,97.339996,94.349998,97.339996,94.05127,64416500,AAPL
857,"February 01, 2016",96.470001,96.709999,95.400002,96.43,93.172028,40943500,AAPL
858,"February 02, 2016",95.41999799999999,96.040001,94.279999,94.480003,91.28791,37357200,AAPL
859,"February 03, 2016",95.0,96.839996,94.08000200000001,96.349998,93.094734,45964300,AAPL
860,"February 04, 2016",95.860001,97.33000200000001,95.190002,96.599998,93.842743,46471700,AAPL
861,"February 05, 2016",96.519997,96.91999799999999,93.690002,94.019997,91.336388,46418100,AAPL
862,"February 08, 2016",93.129997,95.699997,93.040001,95.010002,92.29813399999999,54021400,AAPL
863,"February 09, 2016",94.290001,95.940002,93.93,94.989998,92.27869399999999,44331200,AAPL
864,"February 10, 2016",95.91999799999999,96.349998,94.099998,94.269997,91.579254,42343600,AAPL
865,"February 11, 2016",93.790001,94.720001,92.589996,93.699997,91.02552800000001,50074700,AAPL
866,"February 12, 2016",94.190002,94.5,93.010002,93.989998,91.30725100000001,40351400,AAPL
867,"February 16, 2016",95.019997,96.849998,94.610001,96.639999,93.88160699999999,49057900,AAPL
868,"February 17, 2016",96.66999799999999,98.209999,96.150002,98.120003,95.31935899999999,44863200,AAPL
869,"February 18, 2016",98.839996,98.889999,96.089996,96.260002,93.51245899999999,39021000,AAPL
870,"February 19, 2016",96.0,96.760002,95.800003,96.040001,93.298737,35374200,AAPL
871,"February 22, 2016",96.309998,96.900002,95.91999799999999,96.879997,94.114754,34280800,AAPL
872,"February 23, 2016",96.400002,96.5,94.550003,94.690002,91.987267,31942600,AAPL
873,"February 24, 2016",93.980003,96.379997,93.32,96.099998,93.35701800000001,36255700,AAPL
874,"February 25, 2016",96.050003,96.760002,95.25,96.760002,93.998184,27582700,AAPL
875,"February 26, 2016",97.199997,98.019997,96.58000200000001,96.910004,94.143906,28991100,AAPL
876,"February 29, 2016",96.860001,98.230003,96.650002,96.690002,93.930183,35216300,AAPL
877,"March 01, 2016",97.650002,100.769997,97.41999799999999,100.529999,97.660561,50407100,AAPL
878,"March 02, 2016",100.510002,100.889999,99.639999,100.75,97.874298,33169600,AAPL
879,"March 03, 2016",100.58000200000001,101.709999,100.449997,101.5,98.602882,36955700,AAPL
880,"March 04, 2016",102.370003,103.75,101.370003,103.010002,100.069786,46055100,AAPL
881,"March 07, 2016",102.389999,102.83000200000001,100.959999,101.870003,98.96231800000001,35828900,AAPL
882,"March 08, 2016",100.779999,101.760002,100.400002,101.029999,98.146294,31561900,AAPL
883,"March 09, 2016",101.309998,101.58000200000001,100.269997,101.120003,98.233734,27201700,AAPL
884,"March 10, 2016",101.410004,102.239998,100.150002,101.16999799999999,98.28229499999999,33513600,AAPL
885,"March 11, 2016",102.239998,102.279999,101.5,102.260002,99.341187,27408200,AAPL
886,"March 14, 2016",101.910004,102.910004,101.779999,102.519997,99.593773,25076100,AAPL
887,"March 15, 2016",103.959999,105.18,103.849998,104.58000200000001,101.594978,40067700,AAPL
888,"March 16, 2016",104.610001,106.309998,104.589996,105.970001,102.945305,38303500,AAPL
889,"March 17, 2016",105.519997,106.470001,104.959999,105.800003,102.78014399999999,34420700,AAPL
890,"March 18, 2016",106.339996,106.5,105.190002,105.91999799999999,102.89672900000001,44205200,AAPL
891,"March 21, 2016",105.93,107.650002,105.139999,105.910004,102.88700899999999,35502700,AAPL
892,"March 22, 2016",105.25,107.290001,105.209999,106.720001,103.67388199999999,32444400,AAPL
893,"March 23, 2016",106.480003,107.07,105.900002,106.129997,103.10073100000001,25703500,AAPL
894,"March 24, 2016",105.470001,106.25,104.889999,105.66999799999999,102.65385400000001,26133000,AAPL
895,"March 28, 2016",106.0,106.190002,105.059998,105.190002,102.187561,19411400,AAPL
896,"March 29, 2016",104.889999,107.790001,104.879997,107.68,104.606491,31190100,AAPL
897,"March 30, 2016",108.650002,110.41999799999999,108.599998,109.559998,106.43283100000001,45601100,AAPL
898,"March 31, 2016",109.720001,109.900002,108.879997,108.989998,105.879097,25888400,AAPL
899,"April 01, 2016",108.779999,110.0,108.199997,109.989998,106.850548,25874000,AAPL
900,"April 04, 2016",110.41999799999999,112.190002,110.269997,111.120003,107.94830300000001,37356200,AAPL
901,"April 05, 2016",109.510002,110.730003,109.41999799999999,109.809998,106.67568200000001,26578700,AAPL
902,"April 06, 2016",110.230003,110.980003,109.199997,110.959999,107.79287,26404100,AAPL
903,"April 07, 2016",109.949997,110.41999799999999,108.120003,108.540001,105.441956,31801900,AAPL
904,"April 08, 2016",108.910004,109.769997,108.16999799999999,108.660004,105.558517,23581700,AAPL
905,"April 11, 2016",108.970001,110.610001,108.83000200000001,109.019997,105.90823400000001,29407500,AAPL
906,"April 12, 2016",109.339996,110.5,108.660004,110.440002,107.28771200000001,27232300,AAPL
907,"April 13, 2016",110.800003,112.339996,110.800003,112.040001,108.842041,33257300,AAPL
908,"April 14, 2016",111.620003,112.389999,111.33000200000001,112.099998,108.900322,25473900,AAPL
909,"April 15, 2016",112.110001,112.300003,109.730003,109.849998,106.714546,46939000,AAPL
910,"April 18, 2016",108.889999,108.949997,106.940002,107.480003,104.412193,60834000,AAPL
911,"April 19, 2016",107.879997,108.0,106.230003,106.910004,103.858475,32384900,AAPL
912,"April 20, 2016",106.639999,108.089996,106.059998,107.129997,104.072182,30611000,AAPL
913,"April 21, 2016",106.93,106.93,105.519997,105.970001,102.945305,31552500,AAPL
914,"April 22, 2016",105.010002,106.480003,104.620003,105.68,102.663574,33683100,AAPL
915,"April 25, 2016",105.0,105.650002,104.510002,105.08000200000001,102.080704,28031600,AAPL
916,"April 26, 2016",103.910004,105.300003,103.910004,104.349998,101.37152900000001,56016200,AAPL
917,"April 27, 2016",96.0,98.709999,95.68,97.82,95.02793100000001,114602100,AAPL
918,"April 28, 2016",97.610001,97.879997,94.25,94.83000200000001,92.12326800000001,82242700,AAPL
919,"April 29, 2016",93.989998,94.720001,92.510002,93.739998,91.064392,68531500,AAPL
920,"May 02, 2016",93.970001,94.08000200000001,92.400002,93.639999,90.967239,48160100,AAPL
921,"May 03, 2016",94.199997,95.739998,93.68,95.18,92.46328000000001,56831300,AAPL
922,"May 04, 2016",95.199997,95.900002,93.82,94.190002,91.501541,41025500,AAPL
923,"May 05, 2016",94.0,94.07,92.68,93.239998,91.130135,35890500,AAPL
924,"May 06, 2016",93.370003,93.449997,91.849998,92.720001,90.621895,43458200,AAPL
925,"May 09, 2016",93.0,93.769997,92.589996,92.790001,90.690315,32936400,AAPL
926,"May 10, 2016",93.33000200000001,93.57,92.110001,93.41999799999999,91.306053,33686800,AAPL
927,"May 11, 2016",93.480003,93.57,92.459999,92.510002,90.416656,28719100,AAPL
928,"May 12, 2016",92.720001,92.779999,89.470001,90.339996,88.295753,76314700,AAPL
929,"May 13, 2016",90.0,91.66999799999999,90.0,90.519997,88.47168,44392800,AAPL
930,"May 16, 2016",92.389999,94.389999,91.650002,93.879997,91.75565300000001,61259800,AAPL
931,"May 17, 2016",94.550003,94.699997,93.010002,93.489998,91.37447399999999,46916900,AAPL
932,"May 18, 2016",94.160004,95.209999,93.889999,94.559998,92.420265,42062400,AAPL
933,"May 19, 2016",94.639999,94.639999,93.57,94.199997,92.068405,30442100,AAPL
934,"May 20, 2016",94.639999,95.43,94.519997,95.220001,93.065338,32026000,AAPL
935,"May 23, 2016",95.870003,97.190002,95.66999799999999,96.43,94.24794,38018600,AAPL
936,"May 24, 2016",97.220001,98.089996,96.839996,97.900002,95.684692,35140200,AAPL
937,"May 25, 2016",98.66999799999999,99.739998,98.110001,99.620003,97.36576099999999,38168800,AAPL
938,"May 26, 2016",99.68,100.730003,98.639999,100.410004,98.137901,56331200,AAPL
939,"May 27, 2016",99.440002,100.470001,99.25,100.349998,98.079239,36229500,AAPL
940,"May 31, 2016",99.599998,100.400002,98.82,99.860001,97.600334,42307200,AAPL
941,"June 01, 2016",99.019997,99.540001,98.33000200000001,98.459999,96.232025,29173300,AAPL
942,"June 02, 2016",97.599998,97.839996,96.629997,97.720001,95.508759,40191600,AAPL
943,"June 03, 2016",97.790001,98.269997,97.449997,97.91999799999999,95.704224,28062900,AAPL
944,"June 06, 2016",97.989998,101.889999,97.550003,98.629997,96.398163,23292500,AAPL
945,"June 07, 2016",99.25,99.870003,98.959999,99.029999,96.789108,22409500,AAPL
946,"June 08, 2016",99.019997,99.559998,98.68,98.940002,96.701157,20848100,AAPL
947,"June 09, 2016",98.5,99.989998,98.459999,99.650002,97.395081,26601400,AAPL
948,"June 10, 2016",98.529999,99.349998,98.480003,98.83000200000001,96.593636,31712900,AAPL
949,"June 13, 2016",98.690002,99.120003,97.099998,97.339996,95.137352,38020500,AAPL
950,"June 14, 2016",97.32,98.480003,96.75,97.459999,95.254646,31931900,AAPL
951,"June 15, 2016",97.82,98.410004,97.029999,97.139999,94.941887,29445200,AAPL
952,"June 16, 2016",96.449997,97.75,96.07,97.550003,95.342613,31326800,AAPL
953,"June 17, 2016",96.620003,96.650002,95.300003,95.33000200000001,93.172836,61008200,AAPL
954,"June 20, 2016",96.0,96.57,95.029999,95.099998,92.948044,34411900,AAPL
955,"June 21, 2016",94.940002,96.349998,94.68,95.910004,93.739723,35546400,AAPL
956,"June 22, 2016",96.25,96.889999,95.349998,95.550003,93.38787099999999,29219100,AAPL
957,"June 23, 2016",95.940002,96.290001,95.25,96.099998,93.925415,32240200,AAPL
958,"June 24, 2016",92.910004,94.660004,92.650002,93.400002,91.286514,75311400,AAPL
959,"June 27, 2016",93.0,93.050003,91.5,92.040001,89.957291,45489600,AAPL
960,"June 28, 2016",92.900002,93.660004,92.139999,93.589996,91.47221400000001,40444900,AAPL
961,"June 29, 2016",93.970001,94.550003,93.629997,94.400002,92.263885,36531000,AAPL
962,"June 30, 2016",94.440002,95.769997,94.300003,95.599998,93.436729,35836400,AAPL
963,"July 01, 2016",95.489998,96.470001,95.33000200000001,95.889999,93.720169,26026500,AAPL
964,"July 05, 2016",95.389999,95.400002,94.459999,94.989998,92.840523,27705200,AAPL
965,"July 06, 2016",94.599998,95.660004,94.370003,95.529999,93.368317,30949100,AAPL
966,"July 07, 2016",95.699997,96.5,95.620003,95.940002,93.76904300000001,25139600,AAPL
967,"July 08, 2016",96.489998,96.889999,96.050003,96.68,94.492294,28912100,AAPL
968,"July 11, 2016",96.75,97.650002,96.730003,96.980003,94.7855,23794900,AAPL
969,"July 12, 2016",97.16999799999999,97.699997,97.120003,97.41999799999999,95.215546,24167500,AAPL
970,"July 13, 2016",97.410004,97.66999799999999,96.839996,96.870003,94.678001,25892200,AAPL
971,"July 14, 2016",97.389999,98.989998,97.32,98.790001,96.554558,38919000,AAPL
972,"July 15, 2016",98.91999799999999,99.300003,98.5,98.779999,96.544777,30137000,AAPL
973,"July 18, 2016",98.699997,100.129997,98.599998,99.83000200000001,97.571014,36493900,AAPL
974,"July 19, 2016",99.559998,100.0,99.339996,99.870003,97.610107,23779900,AAPL
975,"July 20, 2016",100.0,100.459999,99.739998,99.959999,97.698074,26276000,AAPL
976,"July 21, 2016",99.83000200000001,101.0,99.129997,99.43,97.18006899999999,32702000,AAPL
977,"July 22, 2016",99.260002,99.300003,98.309998,98.660004,96.42749,28313700,AAPL
978,"July 25, 2016",98.25,98.839996,96.91999799999999,97.339996,95.137352,40382900,AAPL
979,"July 26, 2016",96.82,97.970001,96.41999799999999,96.66999799999999,94.48252099999999,56239800,AAPL
980,"July 27, 2016",104.269997,104.349998,102.75,102.949997,100.62041500000001,92344800,AAPL
981,"July 28, 2016",102.83000200000001,104.449997,102.82,104.339996,101.978951,39869800,AAPL
982,"July 29, 2016",104.190002,104.550003,103.68,104.209999,101.85189799999999,27733700,AAPL
983,"August 01, 2016",104.410004,106.150002,104.410004,106.050003,103.650261,38167900,AAPL
984,"August 02, 2016",106.050003,106.07,104.0,104.480003,102.115791,33816600,AAPL
985,"August 03, 2016",104.809998,105.839996,104.769997,105.790001,103.396149,30202600,AAPL
986,"August 04, 2016",105.58000200000001,106.0,105.279999,105.870003,104.034889,27408700,AAPL
987,"August 05, 2016",106.269997,107.650002,106.18,107.480003,105.61696599999999,40553400,AAPL
988,"August 08, 2016",107.519997,108.370003,107.160004,108.370003,106.491547,28037200,AAPL
989,"August 09, 2016",108.230003,108.940002,108.010002,108.809998,106.92392,26315200,AAPL
990,"August 10, 2016",108.709999,108.900002,107.760002,108.0,106.12796000000002,24008500,AAPL
991,"August 11, 2016",108.519997,108.93,107.849998,107.93,106.059174,27484500,AAPL
992,"August 12, 2016",107.779999,108.440002,107.779999,108.18,106.30483999999998,18660400,AAPL
993,"August 15, 2016",108.139999,109.540001,108.08000200000001,109.480003,107.582306,25868200,AAPL
994,"August 16, 2016",109.629997,110.230003,109.209999,109.379997,107.48403200000001,33794400,AAPL
995,"August 17, 2016",109.099998,109.370003,108.339996,109.220001,107.32682,25356000,AAPL
996,"August 18, 2016",109.230003,109.599998,109.019997,109.08000200000001,107.189247,21984700,AAPL
997,"August 19, 2016",108.769997,109.690002,108.360001,109.360001,107.464386,25368100,AAPL
998,"August 22, 2016",108.860001,109.099998,107.849998,108.510002,106.62912,25820200,AAPL
999,"August 23, 2016",108.589996,109.32,108.529999,108.849998,106.963219,21257700,AAPL
1000,"August 24, 2016",108.57,108.75,107.68,108.029999,106.15744,23675100,AAPL
1001,"August 25, 2016",107.389999,107.879997,106.68,107.57,105.70541399999999,25086200,AAPL
1002,"August 26, 2016",107.410004,107.949997,106.309998,106.940002,105.08633400000001,27766300,AAPL
1003,"August 29, 2016",106.620003,107.440002,106.290001,106.82,104.968414,24970300,AAPL
1004,"August 30, 2016",105.800003,106.5,105.5,106.0,104.162621,24863900,AAPL
1005,"August 31, 2016",105.660004,106.57,105.639999,106.099998,104.260887,29662400,AAPL
1006,"September 01, 2016",106.139999,106.800003,105.620003,106.730003,104.87998200000001,26701500,AAPL
1007,"September 02, 2016",107.699997,108.0,106.82,107.730003,105.862648,26802500,AAPL
1008,"September 06, 2016",107.900002,108.300003,107.510002,107.699997,105.833153,26880400,AAPL
1009,"September 07, 2016",107.83000200000001,108.760002,107.07,108.360001,106.48172,42364300,AAPL
1010,"September 08, 2016",107.25,107.269997,105.239998,105.519997,103.690956,53002000,AAPL
1011,"September 09, 2016",104.639999,105.720001,103.129997,103.129997,101.34236899999999,46557000,AAPL
1012,"September 12, 2016",102.650002,105.720001,102.529999,105.440002,103.612335,45292800,AAPL
1013,"September 13, 2016",107.510002,108.790001,107.239998,107.949997,106.078827,62176200,AAPL
1014,"September 14, 2016",108.730003,113.029999,108.599998,111.769997,109.832603,110888700,AAPL
1015,"September 15, 2016",113.860001,115.730003,113.489998,115.57,113.56674199999999,89983600,AAPL
1016,"September 16, 2016",115.120003,116.129997,114.040001,114.91999799999999,112.928009,79886900,AAPL
1017,"September 19, 2016",115.190002,116.18,113.25,113.58000200000001,111.61123700000002,47023000,AAPL
1018,"September 20, 2016",113.050003,114.120003,112.510002,113.57,111.60141000000002,34514300,AAPL
1019,"September 21, 2016",113.849998,113.989998,112.440002,113.550003,111.58175700000001,36003200,AAPL
1020,"September 22, 2016",114.349998,114.940002,114.0,114.620003,112.63321699999999,31074000,AAPL
1021,"September 23, 2016",114.41999799999999,114.790001,111.550003,112.709999,110.756317,52481200,AAPL
1022,"September 26, 2016",111.639999,113.389999,111.550003,112.879997,110.923363,29869400,AAPL
1023,"September 27, 2016",113.0,113.18,112.339996,113.089996,111.129723,24607400,AAPL
1024,"September 28, 2016",113.690002,114.639999,113.43,113.949997,111.974823,29641100,AAPL
1025,"September 29, 2016",113.160004,113.800003,111.800003,112.18,110.235504,35887000,AAPL
1026,"September 30, 2016",112.459999,113.370003,111.800003,113.050003,111.09043100000001,36379100,AAPL
1027,"October 03, 2016",112.709999,113.050003,112.279999,112.519997,110.569603,21701800,AAPL
1028,"October 04, 2016",113.059998,114.309998,112.629997,113.0,111.04128999999999,29736800,AAPL
1029,"October 05, 2016",113.400002,113.660004,112.690002,113.050003,111.09043100000001,21453100,AAPL
1030,"October 06, 2016",113.699997,114.339996,113.129997,113.889999,111.91586299999999,28779300,AAPL
1031,"October 07, 2016",114.309998,114.559998,113.510002,114.059998,112.082916,24358400,AAPL
1032,"October 10, 2016",115.019997,116.75,114.720001,116.050003,114.03842900000001,36236000,AAPL
1033,"October 11, 2016",117.699997,118.690002,116.199997,116.300003,114.28408799999998,64041000,AAPL
1034,"October 12, 2016",117.349998,117.980003,116.75,117.339996,115.30606100000001,37586800,AAPL
1035,"October 13, 2016",116.790001,117.440002,115.720001,116.980003,114.952301,35192400,AAPL
1036,"October 14, 2016",117.879997,118.16999799999999,117.129997,117.629997,115.59103400000001,35652200,AAPL
1037,"October 17, 2016",117.33000200000001,117.839996,116.779999,117.550003,115.512428,23624900,AAPL
1038,"October 18, 2016",118.18,118.209999,117.449997,117.470001,115.433815,24553500,AAPL
1039,"October 19, 2016",117.25,117.760002,113.800003,117.120003,115.089874,20034600,AAPL
1040,"October 20, 2016",116.860001,117.379997,116.33000200000001,117.059998,115.030914,24125800,AAPL
1041,"October 21, 2016",116.809998,116.910004,116.279999,116.599998,114.57888,23192700,AAPL
1042,"October 24, 2016",117.099998,117.739998,117.0,117.650002,115.61068,23538700,AAPL
1043,"October 25, 2016",117.949997,118.360001,117.309998,118.25,116.200294,48129000,AAPL
1044,"October 26, 2016",114.309998,115.699997,113.309998,115.589996,113.586395,66134200,AAPL
1045,"October 27, 2016",115.389999,115.860001,114.099998,114.480003,112.495644,34562000,AAPL
1046,"October 28, 2016",113.870003,115.209999,113.449997,113.720001,111.74881699999999,37861700,AAPL
1047,"October 31, 2016",113.650002,114.230003,113.199997,113.540001,111.57193000000001,26419400,AAPL
1048,"November 01, 2016",113.459999,113.769997,110.529999,111.489998,109.557465,43825800,AAPL
1049,"November 02, 2016",111.400002,112.349998,111.230003,111.589996,109.655731,28331700,AAPL
1050,"November 03, 2016",110.980003,111.459999,109.550003,109.83000200000001,108.480354,26932600,AAPL
1051,"November 04, 2016",108.529999,110.25,108.110001,108.839996,107.502518,30837000,AAPL
1052,"November 07, 2016",110.08000200000001,110.510002,109.459999,110.410004,109.053238,32560000,AAPL
1053,"November 08, 2016",110.309998,111.720001,109.699997,111.059998,109.69523600000001,24054500,AAPL
1054,"November 09, 2016",109.879997,111.32,108.050003,110.879997,109.51745600000001,59176400,AAPL
1055,"November 10, 2016",111.089996,111.089996,105.83000200000001,107.790001,106.465424,57134500,AAPL
1056,"November 11, 2016",107.120003,108.870003,106.550003,108.43,107.09755700000001,34094100,AAPL
1057,"November 14, 2016",107.709999,107.809998,104.08000200000001,105.709999,104.41098000000001,51175500,AAPL
1058,"November 15, 2016",106.57,107.68,106.160004,107.110001,105.793777,32264500,AAPL
1059,"November 16, 2016",106.699997,110.230003,106.599998,109.989998,108.63838200000001,58840500,AAPL
1060,"November 17, 2016",109.809998,110.349998,108.83000200000001,109.949997,108.598877,27632000,AAPL
1061,"November 18, 2016",109.720001,110.540001,109.660004,110.059998,108.707527,28428900,AAPL
1062,"November 21, 2016",110.120003,111.989998,110.010002,111.730003,110.35701,29264600,AAPL
1063,"November 22, 2016",111.949997,112.41999799999999,111.400002,111.800003,110.426147,25965500,AAPL
1064,"November 23, 2016",111.360001,111.510002,110.33000200000001,111.230003,109.86315900000001,27426400,AAPL
1065,"November 25, 2016",111.129997,111.870003,110.949997,111.790001,110.416275,11475900,AAPL
1066,"November 28, 2016",111.43,112.470001,111.389999,111.57,110.198975,27194000,AAPL
1067,"November 29, 2016",110.779999,112.029999,110.07,111.459999,110.090332,28528800,AAPL
1068,"November 30, 2016",111.599998,112.199997,110.269997,110.519997,109.16188000000001,36162300,AAPL
1069,"December 01, 2016",110.370003,110.940002,109.029999,109.489998,108.144531,37086900,AAPL
1070,"December 02, 2016",109.16999799999999,110.089996,108.849998,109.900002,108.5495,26528000,AAPL
1071,"December 05, 2016",110.0,110.029999,108.25,109.110001,107.769203,34324500,AAPL
1072,"December 06, 2016",109.5,110.360001,109.190002,109.949997,108.598877,26195500,AAPL
1073,"December 07, 2016",109.260002,111.190002,109.160004,111.029999,109.665604,29998700,AAPL
1074,"December 08, 2016",110.860001,112.43,110.599998,112.120003,110.742218,27068300,AAPL
1075,"December 09, 2016",112.309998,114.699997,112.309998,113.949997,112.549728,34402600,AAPL
1076,"December 12, 2016",113.290001,115.0,112.489998,113.300003,111.90772199999999,26374400,AAPL
1077,"December 13, 2016",113.839996,115.91999799999999,113.75,115.190002,113.77448999999999,43733800,AAPL
1078,"December 14, 2016",115.040001,116.199997,114.980003,115.190002,113.77448999999999,34031800,AAPL
1079,"December 15, 2016",115.379997,116.730003,115.230003,115.82,114.396751,46524500,AAPL
1080,"December 16, 2016",116.470001,116.5,115.650002,115.970001,114.54490700000001,44351100,AAPL
1081,"December 19, 2016",115.800003,117.379997,115.75,116.639999,115.206673,27779400,AAPL
1082,"December 20, 2016",116.739998,117.5,116.68,116.949997,115.512863,21425000,AAPL
1083,"December 21, 2016",116.800003,117.400002,116.779999,117.059998,115.621513,23783200,AAPL
1084,"December 22, 2016",116.349998,116.510002,115.639999,116.290001,114.860977,26085900,AAPL
1085,"December 23, 2016",115.589996,116.519997,115.589996,116.519997,115.08814199999999,14181200,AAPL
1086,"December 27, 2016",116.519997,117.800003,116.489998,117.260002,115.81905400000001,18296900,AAPL
1087,"December 28, 2016",117.519997,118.019997,116.199997,116.760002,115.325203,20905900,AAPL
1088,"December 29, 2016",116.449997,117.110001,116.400002,116.730003,115.29557,15039500,AAPL
1089,"December 30, 2016",116.650002,117.199997,115.43,115.82,114.396751,30586300,AAPL
1090,"January 03, 2017",115.800003,116.33000200000001,114.760002,116.150002,114.72269399999999,28781900,AAPL
1091,"January 04, 2017",115.849998,116.510002,115.75,116.019997,114.594292,21118100,AAPL
1092,"January 05, 2017",115.91999799999999,116.860001,115.809998,116.610001,115.17703999999999,22193600,AAPL
1093,"January 06, 2017",116.779999,118.160004,116.470001,117.910004,116.461075,31751900,AAPL
1094,"January 09, 2017",117.949997,119.43,117.940002,118.989998,117.527794,33561900,AAPL
1095,"January 10, 2017",118.769997,119.379997,118.300003,119.110001,117.646317,24462100,AAPL
1096,"January 11, 2017",118.739998,119.93,118.599998,119.75,118.278458,27588600,AAPL
1097,"January 12, 2017",118.900002,119.300003,118.209999,119.25,117.784599,27086200,AAPL
1098,"January 13, 2017",119.110001,119.620003,118.809998,119.040001,117.577179,26111900,AAPL
1099,"January 17, 2017",118.339996,120.239998,118.220001,120.0,118.525383,34439800,AAPL
1100,"January 18, 2017",120.0,120.5,119.709999,119.989998,118.51550300000001,23713000,AAPL
1101,"January 19, 2017",119.400002,120.089996,119.370003,119.779999,118.30808300000001,25597300,AAPL
1102,"January 20, 2017",120.449997,120.449997,119.730003,120.0,118.525383,32597900,AAPL
1103,"January 23, 2017",120.0,120.809998,119.769997,120.08000200000001,118.604401,22050200,AAPL
1104,"January 24, 2017",119.550003,120.099998,119.5,119.970001,118.49575800000001,23211000,AAPL
1105,"January 25, 2017",120.41999799999999,122.099998,120.279999,121.879997,120.382278,32377600,AAPL
1106,"January 26, 2017",121.66999799999999,122.440002,121.599998,121.940002,120.441551,26337600,AAPL
1107,"January 27, 2017",122.139999,122.349998,121.599998,121.949997,120.451416,20562900,AAPL
1108,"January 30, 2017",120.93,121.629997,120.660004,121.629997,120.135345,30377500,AAPL
1109,"January 31, 2017",121.150002,121.389999,120.620003,121.349998,119.858795,49201000,AAPL
1110,"February 01, 2017",127.029999,130.490005,127.010002,128.75,127.167854,111985000,AAPL
1111,"February 02, 2017",127.980003,129.389999,127.779999,128.529999,126.950554,33710400,AAPL
1112,"February 03, 2017",128.309998,129.190002,128.16000400000001,129.080002,127.49380500000001,24507300,AAPL
1113,"February 06, 2017",129.130005,130.5,128.899994,130.28999299999998,128.68893400000002,26845900,AAPL
1114,"February 07, 2017",130.53999299999998,132.08999599999999,130.449997,131.529999,129.913696,38183800,AAPL
1115,"February 08, 2017",131.350006,132.220001,131.220001,132.03999299999998,130.417435,23004100,AAPL
1116,"February 09, 2017",131.649994,132.449997,131.119995,132.419998,131.359818,28349900,AAPL
1117,"February 10, 2017",132.46000700000002,132.940002,132.050003,132.119995,131.062225,20065500,AAPL
1118,"February 13, 2017",133.080002,133.820007,132.75,133.28999299999998,132.222839,23035400,AAPL
1119,"February 14, 2017",133.470001,135.08999599999999,133.25,135.020004,133.93901100000002,33226200,AAPL
1120,"February 15, 2017",135.520004,136.270004,134.619995,135.509995,134.425079,35623100,AAPL
1121,"February 16, 2017",135.669998,135.899994,134.83999599999999,135.350006,134.266357,22584600,AAPL
1122,"February 17, 2017",135.100006,135.830002,135.100006,135.720001,134.633408,22198200,AAPL
1123,"February 21, 2017",136.229996,136.75,135.979996,136.699997,135.60556,24507200,AAPL
1124,"February 22, 2017",136.429993,137.119995,136.110001,137.110001,136.012268,20836900,AAPL
1125,"February 23, 2017",137.380005,137.479996,136.300003,136.529999,135.43692,20788200,AAPL
1126,"February 24, 2017",135.91000400000001,136.66000400000001,135.279999,136.66000400000001,135.565887,21776600,AAPL
